Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
19	1478.63479	205.09155	80.59406	28.76973	0.44175	0.599	0.76225	3.21563	4.0	16.7275	6.2517	69.8083	1034.0	207.26553	12.0	1.69169	1.25402	0.9133	1939.82267	178.8928	0.87226	0.58061
20	2461.10177	211.75389	69.03458	49.47887	0.68973	0.10321	0.92196	2.24708	4.0	15.57062	9.14311	70.82952	1229.0	39.56008	10.0	2.07983	0.95935	0.91917	2669.41799	198.07578	0.93541	0.78827
21	2025.51372	196.24493	70.44338	37.89615	0.66092	0.30371	0.91149	2.53296	4.0	17.17932	5.15765	67.4225	1224.0	51.86521	8.0	2.88846	1.31985	0.86643	2222.20254	183.12974	0.93317	0.75897
22	290.97829	71.56734	25.4946	15.25502	0.71391	0.22346	0.95418	3.09208	3.0	10.0188	2.50068	26.46626	851.0	200.99254	5.0	2.3072	0.43112	0.77636	304.95072	67.85229	0.94809	0.79422
23	3796.78785	324.87504	131.30247	43.92856	0.45206	0.63788	0.7837	2.43839	4.0	31.33584	7.42389	121.67359	1185.0	140.49911	16.0	1.61322	1.22683	0.93373	4844.72006	288.96357	0.88946	0.5714
24	3572.64273	337.4857	137.30027	42.20378	0.39417	0.6845	0.74058	2.68656	5.0	12.42539	6.68932	139.35606	1155.0	174.40757	17.0	1.52444	1.32435	0.94251	4824.1034	298.4717	0.8844	0.50396
25	1511.07427	192.31619	75.143	27.97445	0.51341	0.57237	0.82798	2.72983	3.0	24.40638	5.52233	68.04386	1147.0	157.5373	8.0	2.37238	2.12965	0.90449	1825.01424	176.23897	0.9164	0.61135
26	4588.13545	426.79834	195.96002	35.85151	0.31652	0.87464	0.72347	2.64109	5.0	11.26531	8.25224	167.6864	1015.0	218.45823	22.0	1.3003	1.2915	0.95619	6341.82191	383.48497	0.89852	0.39206
27	746.30361	113.96623	37.28822	26.52599	0.72206	0.10756	0.95642	3.1548	3.0	16.46228	2.60487	36.92405	884.0	183.56198	8.0	2.00351	0.51325	0.84564	780.30644	106.49725	0.93446	0.82689
28	773.07596	117.4583	45.40929	21.90717	0.70415	0.38737	0.97498	2.45531	0.0	NaN	4.53248	39.77793	978.0	221.0362	9.0	1.54788	0.3504	0.86603	792.91094	111.35794	0.94806	0.78341
