Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
12	1018.52171	131.11778	42.66409	31.25686	0.74449	0.09087	0.94497	3.05179	4.0	15.13641	3.75102	43.11292	1018.0	213.61414	8.0	1.96576	0.7373	0.91251	1077.83125	122.66606	0.93554	0.85061
13	1793.25872	201.40337	59.0125	42.04342	0.55555	0.10668	0.84681	3.88852	6.0	13.05806	4.68877	68.65444	978.0	218.67556	13.0	1.58135	1.30802	0.93451	2117.65359	172.40965	0.85604	0.75811
14	2032.54879	216.41506	85.37508	32.30278	0.54535	0.56181	0.86208	3.27566	4.0	21.70069	5.54838	82.28409	1076.0	201.12683	10.0	2.5359	1.80926	0.8528	2357.72533	195.95396	0.90545	0.66519
15	3495.15925	316.13029	132.35143	37.99021	0.43949	0.7187	0.80449	3.286	7.0	12.61787	4.10826	120.6546	1051.0	219.92499	17.0	1.64435	1.28672	0.93039	4344.54617	282.63681	0.89405	0.54982
16	908.89188	128.05476	46.36463	25.90101	0.69652	0.27489	0.95239	2.7797	4.0	10.16321	5.31394	48.6728	1025.0	216.64949	6.0	2.45383	0.6765	0.82832	954.3267	119.94698	0.93669	0.79386
17	3236.52275	347.49604	127.31208	36.36848	0.33681	0.72098	0.75409	3.56964	4.0	18.53692	2.81326	156.31911	1131.0	195.18965	22.0	1.3688	1.00799	0.95239	4291.97857	301.22738	0.86685	0.44823
18	1612.59423	184.63867	67.86468	31.28289	0.59441	0.42186	0.91623	3.60388	3.0	30.16799	1.25034	76.58552	1118.0	192.23423	13.0	1.47517	0.73352	0.93947	1760.03756	168.07525	0.91029	0.71734
19	649.96224	111.49158	44.30918	19.4394	0.65707	0.45857	0.95001	2.29654	3.0	14.96039	3.75102	39.85759	1110.0	198.55478	8.0	2.0824	1.00456	0.73301	684.1605	105.69598	0.94802	0.73111
20	2976.02976	295.5549	116.9167	40.36125	0.42813	0.61942	0.78318	2.56131	4.0	31.89397	6.2517	122.99439	1040.0	211.11371	15.0	1.68468	1.50517	0.91109	3799.91455	255.65302	0.86499	0.5722
21	468.41837	97.3456	31.70749	20.89925	0.62117	0.15544	0.88926	4.27665	4.0	13.55452	1.87551	34.24027	884.0	203.08373	6.0	2.21649	1.21728	0.82854	526.75082	89.31735	0.91753	0.73786
22	4082.19671	372.59168	139.77272	46.98405	0.36952	0.63514	0.73464	3.01659	4.0	37.46362	4.84507	153.2929	1176.0	154.30489	19.0	1.82462	1.5695	0.92805	5556.72771	315.35425	0.84638	0.51583
23	1712.74626	222.27675	97.40124	25.66548	0.43563	0.75716	0.77037	3.1872	3.0	33.18351	3.43843	90.41892	973.0	209.27494	14.0	1.37877	0.76101	0.92669	2223.27734	203.52143	0.91562	0.51962
24	479.55723	90.12855	32.83224	19.14384	0.74187	0.24261	0.98574	2.46949	3.0	7.80542	6.56428	22.9742	1091.0	198.54722	6.0	1.94199	0.56119	0.78871	486.49459	85.21606	0.94549	0.82986
25	1563.15333	184.06332	69.17998	32.55019	0.5798	0.40639	0.84668	2.74099	0.0	NaN	3.28214	73.71482	1091.0	208.40106	12.0	1.41005	0.7299	0.91511	1846.21716	168.26598	0.91417	0.69378
26	1200.94497	154.25668	48.1444	35.54911	0.63423	0.08662	0.92448	3.46053	4.0	12.78782	2.65697	56.08979	960.0	219.19854	10.0	1.5791	0.77069	0.88292	1299.0451	138.84691	0.9001	0.78282
